class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22
1,0.999945164,0.438135445,-0.345655918,0.99994266,0.538226724,0.464332193,0.404809862,0.999397814,0.565970421,0.555000663,-0.391542733,0.96637547,0.533851981,0.570257604,0.522797823,0.296467602,0.495307207,0.661028087,-0.151744679,0.818409443,0.452359736,0.638228774,0.41863519,0.282378942,0.486169726,0.689382911,-0.166989014,0.749777079,0.405979365,0.659610152,0.419460416,0.252857864,0.474757254,0.686638474,-0.159103528,0.742544889,0.400523216,0.658418715,0.371427745,0.26039964,0.480166316,0.678619981,-0.138312757,0.717707336,0.413888842,0.652642787,0.3891716,0.281331748,0.786125422,0.606389761,-0.252079934,0.999355793,0.727659464,0.613001704,0.251714349,0.998747289,0.551802278,0.701350749,-0.384803265,0.915846169,0.532272339,0.704809964,0.083920449,0.485061616,0.670366824,0.891126275,-0.343426198,0.896724582,0.652137399,0.876637101,0.096604981,0.461738795,0.711344063,0.924135983,-0.336411387,0.701212764,0.691875219,0.90614289,0.094718926,0.424586922,0.537230849,0.931264281,-0.396644473,0.897448182,0.5326581,0.9221071,0.052612893,0.573304296
0,0.999969006,0.542756677,-0.268689483,0.999703825,0.512534142,0.554400444,0.244529381,0.999067426,0.53542912,0.681904137,-0.309173077,0.951777875,0.496228546,0.666206002,0.414182335,0.286376089,0.443199933,0.795168281,-0.238230392,0.871710539,0.36169371,0.692967057,0.555478275,0.405106127,0.422872514,0.826550305,-0.26083824,0.830643356,0.331715554,0.6799196,0.592988014,0.38186717,0.405469477,0.829092681,-0.235218942,0.827937543,0.318528295,0.67889905,0.595584393,0.380491227,0.418520063,0.818328857,-0.230322376,0.817562699,0.335864991,0.685875535,0.561385036,0.377165705,0.829143584,0.67909205,-0.179628909,0.999534905,0.772872329,0.682204664,0.179069161,0.998712301,0.53411305,0.727707028,-0.274982214,0.934942901,0.526837349,0.727378011,0.194117144,0.427648216,0.647374868,0.89671278,-0.238076255,0.940208435,0.609895587,0.886271656,0.108353108,0.524159908,0.700446427,0.92525208,-0.226332903,0.875159442,0.668248653,0.917313397,0.093755193,0.557791948,0.512071252,0.934186637,-0.224810556,0.933965504,0.507204592,0.935658157,0.042872425,0.588128328
1,0.999958932,0.335680574,0.014706409,0.999879003,0.53668201,0.37655437,0.523571849,0.999254465,0.587287962,0.447317421,-0.113423549,0.969132423,0.546893835,0.480380148,0.553766906,0.19499889,0.509400606,0.566948414,-0.087749705,0.787452877,0.497638166,0.566905618,0.405969739,0.203720391,0.498238623,0.592062831,-0.12117938,0.688319445,0.458675921,0.594038486,0.374532491,0.203478396,0.480591744,0.595838845,-0.125741825,0.680781126,0.393237978,0.563770711,0.329147071,0.210862756,0.486605823,0.590811431,-0.084880136,0.670035899,0.412420303,0.558522463,0.375347733,0.230876029,0.672980845,0.514097095,-0.152509823,0.999537349,0.617967427,0.530234456,0.152192175,0.998561263,0.645112157,0.6793769,-0.475951552,0.914618611,0.582229376,0.693773329,-0.131172106,0.495058239,0.675962448,0.900058627,-0.714996994,0.87166971,0.638080835,0.897325814,-0.415829986,0.476965517,0.716330469,0.932419002,-0.745176375,0.596912444,0.666696012,0.931883454,-0.452767909,0.439497411,0.533288002,0.954699397,-1.013849497,0.851746678,0.498496473,0.938562036,-0.656631649,0.570360363
0,0.999969482,0.490229845,-0.47246179,0.999925613,0.521732152,0.511579156,0.211437866,0.999489665,0.545347273,0.629359603,-0.486045301,0.967305303,0.510480404,0.629143715,0.374423087,0.319078445,0.495098442,0.736635625,-0.357969612,0.861414969,0.424838692,0.693231106,0.437982857,0.340400666,0.480864584,0.774080813,-0.394392133,0.799552202,0.406819284,0.710292995,0.419304788,0.316965252,0.472696513,0.772709846,-0.386827886,0.795257211,0.394357204,0.707360566,0.368233949,0.325580657,0.477436543,0.761324048,-0.348847777,0.780752063,0.406231731,0.700854659,0.399601161,0.336264998,0.813750148,0.647356391,-0.242143095,0.999451756,0.745830178,0.643876016,0.241498932,0.998784959,0.55831784,0.71659255,-0.371561944,0.909007907,0.516082108,0.72072947,0.167228043,0.476309031,0.668059051,0.893827438,-0.2815741,0.899332643,0.581751287,0.883301139,0.169207662,0.470086455,0.712443113,0.923704326,-0.267035455,0.752044201,0.622751474,0.896418214,0.166427404,0.479068339,0.551334321,0.955016911,-0.311059326,0.902615964,0.501458108,0.925709724,0.118609026,0.557760715
0,0.999972641,0.466507047,-0.36448136,0.999643385,0.526787996,0.491741508,0.275942266,0.998926818,0.548250139,0.606857359,-0.378091723,0.958733737,0.508963883,0.613672614,0.352603614,0.301726311,0.493084252,0.713914275,-0.238383785,0.890295029,0.430238217,0.713507533,0.281836033,0.452475011,0.478609711,0.745901942,-0.268380404,0.846015334,0.445465714,0.730876088,0.27847302,0.428438216,0.467128754,0.748514414,-0.255079448,0.846779287,0.444726944,0.731529355,0.229394957,0.424866259,0.475379646,0.740411282,-0.227725565,0.84324491,0.43120411,0.728971779,0.25508216,0.4189758,0.826193333,0.624356985,-0.219324127,0.999469638,0.765424252,0.625219941,0.218695298,0.998405576,0.559163749,0.706167281,-0.39491111,0.920854807,0.527258933,0.711412013,0.151924357,0.406251043,0.657541037,0.897405803,-0.363019615,0.937303841,0.611407042,0.878217101,0.089479096,0.494366825,0.705511153,0.926286221,-0.353231579,0.895263255,0.631774127,0.888234258,0.07845585,0.561169386,0.528191507,0.934287667,-0.395749152,0.924966395,0.505525291,0.925446987,0.026753258,0.545578063
0,0.999971807,0.453960091,-0.368090093,0.999651551,0.525769651,0.482398361,0.265220612,0.998905361,0.548470914,0.588825405,-0.397448987,0.958246291,0.509182334,0.602185428,0.325372279,0.30918777,0.495294571,0.69936049,-0.244572386,0.889999092,0.4594616,0.708824039,0.259056121,0.444920093,0.483130813,0.732432246,-0.275297403,0.845731497,0.447081298,0.730582356,0.253925204,0.421671003,0.47142759,0.733847618,-0.261788577,0.84631598,0.445956588,0.730579138,0.202900499,0.419274122,0.47722736,0.726658702,-0.237755269,0.842581868,0.45425123,0.724911869,0.231568933,0.413894951,0.822291553,0.615798891,-0.220979124,0.999450088,0.757896662,0.618886054,0.220380679,0.998351395,0.568002641,0.705380619,-0.391406745,0.91964227,0.52730602,0.708941877,0.133669212,0.409696043,0.662078083,0.896544755,-0.35193491,0.936860442,0.612104118,0.876399219,0.090300351,0.485639244,0.707040966,0.923818946,-0.342194974,0.896042526,0.637650073,0.888823628,0.080518,0.555038154,0.533645153,0.932867229,-0.389757782,0.92626369,0.506538093,0.924395859,0.030102709,0.539740682
0,0.999942243,0.397043407,-0.265843302,0.999670804,0.53681761,0.426748037,0.424435556,0.99894315,0.578751683,0.518109441,-0.346413791,0.953223526,0.536373019,0.535298288,0.495117664,0.280535042,0.505444527,0.623516321,-0.191835895,0.843866408,0.478672296,0.631644964,0.365464896,0.367738843,0.504754961,0.655512333,-0.213196367,0.792071939,0.465434819,0.658254385,0.353609383,0.352176696,0.494258285,0.656944096,-0.204804406,0.791626513,0.455210745,0.658118725,0.306720465,0.351673543,0.494094372,0.645327806,-0.181000724,0.787072361,0.468546987,0.649922609,0.336600482,0.348404258,0.786423087,0.574183285,-0.238978133,0.999141574,0.737638593,0.584368587,0.238524437,0.998018324,0.569851816,0.696958661,-0.422935486,0.899291039,0.536692679,0.695873678,-0.022847721,0.438650399,0.662813723,0.891484439,-0.483410805,0.919215858,0.621282101,0.876566231,-0.110368609,0.469386548,0.709016919,0.92365092,-0.484872848,0.883607328,0.653909326,0.905555427,-0.120691776,0.547109365,0.538594425,0.930275738,-0.580809295,0.912988186,0.508269429,0.924205482,-0.198086649,0.527004182
1,0.999947369,0.328264773,0.110152543,0.999839008,0.535350442,0.368003696,0.541461468,0.998977482,0.587113023,0.442182362,-0.018866405,0.956051886,0.536278427,0.473893821,0.557584286,0.211113691,0.519327641,0.537491798,-0.055773474,0.699481547,0.484248698,0.558055043,0.398164034,0.229387105,0.502065957,0.5701949,-0.090391181,0.606587112,0.463505864,0.590736806,0.352488279,0.225570604,0.493709534,0.56889075,-0.101789631,0.601537108,0.432869285,0.591283917,0.299742639,0.230475992,0.49627316,0.566993535,-0.059566144,0.597396553,0.451669782,0.581330001,0.364197999,0.243038192,0.701070845,0.511510015,-0.144738644,0.999353826,0.627882242,0.528765321,0.14442274,0.99804312,0.635007977,0.675259292,-0.488074839,0.890523493,0.573922276,0.683565021,-0.175881222,0.458103389,0.667704284,0.886128128,-0.783400714,0.857426643,0.631581843,0.873067975,-0.484248698,0.413087159,0.707382143,0.921600819,-0.81602782,0.668023884,0.66802299,0.91763401,-0.523480058,0.421957523,0.534809232,0.93130368,-1.066480041,0.836069942,0.513028741,0.923394799,-0.722357035,0.490423054
0,0.999869645,0.380736589,-0.080167741,0.999678135,0.544600725,0.409517825,0.571844339,0.998516083,0.569644868,0.497773945,-0.191352651,0.953281045,0.5343436,0.508295774,0.619339824,0.185758024,0.4970842,0.601420999,-0.055912558,0.816838682,0.482502162,0.572472215,0.439459652,0.263631761,0.491480559,0.628058016,-0.078519613,0.755608857,0.459544003,0.579326749,0.440535575,0.255441785,0.478080928,0.619255483,-0.077195652,0.753840506,0.452417761,0.574087024,0.399239004,0.252759218,0.48044318,0.621031404,-0.04623295,0.741307497,0.463911086,0.568609416,0.417849183,0.249774322,0.753841937,0.559221148,-0.218424037,0.999056816,0.717268884,0.569936037,0.218256041,0.997690678,0.564563811,0.697294891,-0.43238458,0.892766654,0.548697889,0.69738245,-0.056550536,0.47214365,0.657047093,0.891747952,-0.604322612,0.899396837,0.616872132,0.870117664,-0.249305665,0.479718208,0.705670774,0.924665928,-0.618521273,0.872962713,0.655053735,0.89016211,-0.269455224,0.560064316,0.533617914,0.92864877,-0.749998212,0.888806403,0.506574869,0.918370366,-0.37584877,0.541755557
1,0.999941409,0.326137722,0.08327949,0.999874413,0.532553673,0.368742168,0.571085215,0.998920083,0.572439075,0.427882373,-0.033938468,0.966947377,0.534284472,0.463841736,0.614962518,0.165435031,0.509781837,0.548297763,-0.035626199,0.746599138,0.491886348,0.548766673,0.461923569,0.184688359,0.49714753,0.578057587,-0.069153704,0.644768298,0.449692279,0.555607677,0.422917008,0.184112117,0.482413322,0.577684581,-0.077437267,0.637326837,0.437319815,0.552211702,0.375744671,0.187695459,0.486492187,0.57176125,-0.036209747,0.623171628,0.453490674,0.544759154,0.430437982,0.199393675,0.664294839,0.509253144,-0.156974152,0.99947238,0.601690054,0.525452256,0.156593189,0.998309731,0.639588594,0.677929163,-0.435417175,0.926055253,0.57035768,0.689203441,-0.124743335,0.5414235,0.676537395,0.892321229,-0.667215407,0.894512415,0.633419573,0.890540242,-0.376791626,0.510419488,0.719733834,0.922143102,-0.700015068,0.678619027,0.665459275,0.921987534,-0.412134677,0.478033304,0.537647307,0.951689363,-0.975849926,0.871223152,0.504764438,0.932915509,-0.601262093,0.581397533
0,0.999970198,0.530915141,-0.441196978,0.999821723,0.523297727,0.554893136,0.146360412,0.999353945,0.564205289,0.67463696,-0.467383325,0.967110038,0.522089839,0.663582802,0.309046894,0.303461909,0.489226222,0.807754517,-0.391818583,0.873424172,0.456604779,0.763559818,0.352771431,0.362905681,0.455085844,0.837382436,-0.432975441,0.820240259,0.456183702,0.800864398,0.359249026,0.339036435,0.436455101,0.836116016,-0.418320596,0.815743089,0.447520107,0.794460654,0.321944922,0.342463076,0.448646814,0.828303635,-0.38381505,0.800379872,0.447174072,0.771206617,0.336717188,0.349762201,0.807355404,0.678864837,-0.200463846,0.999542356,0.754226685,0.683431685,0.199820608,0.998936832,0.518028617,0.726026654,-0.240329504,0.922887981,0.530594707,0.739353597,0.187835529,0.479552269,0.628287733,0.893673241,-0.079506055,0.918932617,0.650079131,0.891537786,0.226086661,0.501143992,0.646400988,0.922074199,-0.05503035,0.812140346,0.694000542,0.9203161,0.226404384,0.506201446,0.50481683,0.934135735,-0.050704401,0.917138577,0.545876086,0.937562287,0.166760504,0.571789443
0,0.99988234,0.380913079,-0.190739393,0.999682426,0.545082152,0.405920565,0.489915669,0.99886024,0.56913662,0.507166743,-0.31492573,0.949706733,0.532664895,0.5168432,0.568926513,0.209967628,0.503193498,0.617138267,-0.230538309,0.846081316,0.474310637,0.618173718,0.420948029,0.25219357,0.500568926,0.643843889,-0.268350035,0.793459833,0.451126605,0.640798748,0.395943224,0.250287235,0.48399815,0.644990325,-0.260964483,0.78957355,0.444648325,0.641055405,0.331853539,0.252717763,0.488337636,0.636632979,-0.219815955,0.772269547,0.456564784,0.635062873,0.384357333,0.254191041,0.752504826,0.561043799,-0.230808824,0.999314547,0.712950408,0.567642987,0.230442911,0.998274028,0.567332208,0.696530938,-0.460647404,0.911562383,0.537359715,0.687577844,-0.096620306,0.455087602,0.662783861,0.889477551,-0.59914428,0.911364496,0.626420736,0.864733875,-0.196330816,0.439082593,0.708990812,0.924899697,-0.612315118,0.864434242,0.667312026,0.891814053,-0.209136516,0.497623414,0.536818922,0.926714897,-0.78010416,0.90000689,0.527083278,0.916180313,-0.324956834,0.50994432
0,0.999890447,0.368082672,-0.070172466,0.999711394,0.528911591,0.388564259,0.505894303,0.998811126,0.574767172,0.491828352,-0.185835928,0.953704774,0.47977376,0.473049462,0.542421699,0.202469394,0.507812858,0.595189393,-0.080508851,0.850466251,0.373345494,0.502960861,0.339076966,0.255256355,0.499810457,0.625605702,-0.108203091,0.795685112,0.339946181,0.516172469,0.313275963,0.254410684,0.482642204,0.625923812,-0.108249642,0.792497575,0.335154653,0.512552083,0.271383286,0.257917166,0.487397879,0.618534446,-0.072124504,0.775328696,0.355790973,0.510259807,0.30931443,0.262980461,0.739873648,0.547338367,-0.192371637,0.999329209,0.685442328,0.557210267,0.191993877,0.99824965,0.578431308,0.691949129,-0.444334298,0.914337635,0.536536515,0.685132146,-0.15422827,0.47848627,0.665192783,0.887283146,-0.623619139,0.909883022,0.629312098,0.865326107,-0.324612439,0.441038042,0.709680438,0.921852291,-0.643124998,0.842592537,0.668823123,0.885124981,-0.345120668,0.481205285,0.540154874,0.927404881,-0.821062922,0.894896388,0.524964333,0.916491985,-0.473602772,0.507642746
0,0.999899268,0.364773363,-0.083086692,0.999738038,0.528966367,0.387657285,0.484640628,0.99887836,0.583307207,0.483914852,-0.209405079,0.957212448,0.50835216,0.497054428,0.538193703,0.203276783,0.519667268,0.582277536,-0.137687936,0.852006078,0.446440279,0.579528749,0.368667573,0.248778477,0.507789075,0.610968173,-0.153620064,0.792460501,0.41730085,0.600882471,0.346151292,0.247547805,0.488890797,0.614433944,-0.118834578,0.788853645,0.368455797,0.597221315,0.295237869,0.251554936,0.495420545,0.606804371,-0.121740468,0.771308899,0.397866577,0.590806603,0.337524235,0.258441538,0.730637193,0.538958669,-0.185191974,0.999356091,0.676791191,0.551495194,0.184909165,0.998288751,0.583272517,0.687930584,-0.445281088,0.907781899,0.544394791,0.68779844,-0.140656143,0.47167924,0.666247427,0.887607932,-0.619265079,0.896775544,0.627903342,0.866095901,-0.31148535,0.425568521,0.709497988,0.921540737,-0.638408899,0.803053856,0.668058455,0.902398705,-0.334997565,0.458459318,0.539679825,0.929529071,-0.837553084,0.881581545,0.513504267,0.922397494,-0.489292443,0.496796519
